time,iso,ts,device_name,dev_eui,device_profile_name,site,sensor_latitude,sensor_longitude,sensor_altitude,sensor_geojson,air_temperature,air_humidity,light_intensity,uv_index,wind_speed,wind_direction,rain_gauge,rain_accumulation,pressure,wind_gust
2026-03-27T00:45:39.448136+00:00,2026-03-27T00:45:39.672Z,1774572339672.0,1254000489,2cf7f1c073400187,SenseCAP S2120,Weather Station,-38.6956,143.7732,168.0,"{""type"": ""Point"", ""coordinates"": [143.7732, -38.6956, 168.0]}",12.9,59.0,22024.0,2.8,3.5,234.0,0.0,19.812,100240.0,11.3
2026-03-27T00:45:54.555115+00:00,2026-03-27T00:45:54.779Z,1774572354780.0,1254000489,2cf7f1c073400187,SenseCAP S2120,Weather Station,-38.6956,143.7732,168.0,"{""type"": ""Point"", ""coordinates"": [143.7732, -38.6956, 168.0]}",12.9,59.0,22024.0,2.8,3.5,234.0,0.0,19.812,100240.0,11.3
2026-03-27T01:45:54.654486+00:00,2026-03-27T01:45:54.878Z,1774575954879.0,1254000489,2cf7f1c073400187,SenseCAP S2120,Weather Station,-38.6956,143.7732,168.0,"{""type"": ""Point"", ""coordinates"": [143.7732, -38.6956, 168.0]}",12.5,62.0,11387.0,0.9,5.3,150.0,0.0,19.812,100240.0,9.0
2026-03-27T02:45:54.766932+00:00,2026-03-27T02:45:54.993Z,1774579554993.0,1254000489,2cf7f1c073400187,SenseCAP S2120,Weather Station,-38.6956,143.7732,168.0,"{""type"": ""Point"", ""coordinates"": [143.7732, -38.6956, 168.0]}",12.5,67.0,8533.0,0.8,2.8,206.0,0.0,19.812,100220.0,8.0
2026-03-27T03:45:54.872966+00:00,2026-03-27T03:45:55.098Z,1774583155099.0,1254000489,2cf7f1c073400187,SenseCAP S2120,Weather Station,-38.6956,143.7732,168.0,"{""type"": ""Point"", ""coordinates"": [143.7732, -38.6956, 168.0]}",12.7,61.0,20380.0,2.2,3.3,192.0,0.0,19.812,100230.0,8.7
2026-03-27T04:45:54.969324+00:00,2026-03-27T04:45:55.181Z,1774586755181.0,1254000489,2cf7f1c073400187,SenseCAP S2120,Weather Station,-38.6956,143.7732,168.0,"{""type"": ""Point"", ""coordinates"": [143.7732, -38.6956, 168.0]}",13.1,60.0,15852.0,0.9,4.0,174.0,0.0,19.812,100210.0,6.9
2026-03-27T05:45:55.073544+00:00,2026-03-27T05:45:55.298Z,1774590355299.0,1254000489,2cf7f1c073400187,SenseCAP S2120,Weather Station,-38.6956,143.7732,168.0,"{""type"": ""Point"", ""coordinates"": [143.7732, -38.6956, 168.0]}",13.1,61.0,19872.0,1.8,2.9,138.0,0.0,19.812,100200.0,6.9
